id_point,id_route,id_road,id_segment,latitude,longitude,speed
P0945,RT02,ASB,S217,-0.37232,-78.5295,80
P0946,RT02,ASB,S217,-0.37037,-78.52909,80
P0947,RT02,ASB,S217,-0.36893,-78.52879,80
P0948,RT02,ASB,S218,-0.367924,-78.5285845,70
P0949,RT02,ASB,S218,-0.36722,-78.52844,70
P0950,RT02,ASB,S218,-0.36633,-78.52833,70
P0951,RT02,ASB,S218,-0.3654,-78.52863,70
P0952,RT02,ASB,S219,-0.3649737,-78.5290265,80
P0953,RT02,ASB,S219,-0.36409,-78.52996,80
P0954,RT02,ASB,S219,-0.36279,-78.53138,80
P0955,RT02,ASB,S219,-0.36132,-78.53296,80
P0956,RT02,ASB,S220,-0.3606444,-78.5337029,60
P0957,RT02,ASB,S220,-0.35992,-78.53431,60
P0958,RT02,ASB,S220,-0.35828,-78.5343,60
P0959,RT02,ASB,S221,-0.3575603,-78.5333847,70
P0960,RT02,ASB,S221,-0.35719,-78.53073,70
P0961,RT02,ASB,S222,-0.3566415,-78.528492,90
P0962,RT02,ASB,S222,-0.35615,-78.52749,90
P0963,RT02,ASB,S223,-0.3553075,-78.5257902,90
P0964,RT02,ASB,S223,-0.35469,-78.52467,90
P0965,RT02,ASB,S223,-0.35333,-78.52338,90
P0966,RT02,ASB,S223,-0.35066,-78.52291,90
P0967,RT02,ASB,S224,-0.3488492,-78.5231727,90
P0968,RT02,ASB,S224,-0.34829,-78.52326,90
P0969,RT02,ASB,S225,-0.348042,-78.5232968,70
P0970,RT02,ASB,S225,-0.34685,-78.52349,70
P0971,RT02,ASB,S225,-0.3455,-78.52364,70
P0972,RT02,ASB,S226,-0.3429111,-78.5228578,90
P0973,RT02,ASB,S226,-0.34097,-78.52171,90
P0974,RT02,ASB,S226,-0.33808,-78.52059,90
P0975,RT02,ASB,S226,-0.33648,-78.5203,90
P0976,RT02,ASB,S227,-0.3347815,-78.5199734,80
P0977,RT02,ASB,S227,-0.33364,-78.51977,80
P0978,RT02,ASB,S227,-0.33226,-78.51952,80
P0979,RT02,ASB,S228,-0.3297663,-78.5190742,90
P0980,RT02,ASB,S228,-0.32869,-78.51896,90
P0981,RT02,ASB,S228,-0.3262,-78.51916,90
P0982,RT02,ASB,S228,-0.32458,-78.51964,90
P0983,RT02,ASB,S229,-0.3232947,-78.5200734,90
P0984,RT02,ASB,S229,-0.3221,-78.52046,90
P0985,RT02,ASB,S229,-0.32005,-78.52111,90
P0986,RT02,ASB,S229,-0.31841,-78.52146,90
P0987,RT02,ASB,S230,-0.3171381,-78.52167,90
P0988,RT02,ASB,S230,-0.31381,-78.52217,90
P0989,RT02,ASB,S230,-0.3114,-78.52217,90
P0990,RT02,ASB,S230,-0.30956,-78.52189,90
P0991,RT02,ASB,S230,-0.30811,-78.52169,90
P0992,RT02,ASB,S230,-0.30601,-78.5216,90
P0993,RT02,ASB,S230,-0.30449,-78.52157,90
P0994,RT02,ASB,S231,-0.3025727,-78.5214618,90
P0995,RT02,ASB,S231,-0.30025,-78.52105,90
P0996,RT02,ASB,S231,-0.29949,-78.52087,90
P0997,RT02,ASB,S231,-0.29848,-78.5207,90
P0998,RT02,ASB,S231,-0.29682,-78.52052,90
P0999,RT02,ASB,S231,-0.29606,-78.52032,90
P1000,RT02,ASB,S232,-0.293442,-78.5197884,70
P1001,RT02,ASB,S232,-0.29234,-78.51966,70
P1002,RT02,ASB,S233,-0.2904782,-78.5195405,90
P1003,RT02,ASB,S233,-0.28972,-78.51956,90
P1004,RT02,ASB,S233,-0.28754,-78.51955,90
P1005,RT02,ASB,S234,-0.2863007,-78.5189427,90
P1006,RT02,ASB,S234,-0.28544,-78.51855,90
P1007,RT02,ASB,S235,-0.2850164,-78.5183626,50
P1008,RT02,ASB,S235,-0.28366,-78.51766,50
P1009,RT02,ASB,S235,-0.28221,-78.51694,50
P1010,RT02,ASB,S235,-0.27979,-78.51548,50
P1011,RT02,ASB,S235,-0.27722,-78.51315,50
P1012,RT02,ASB,S235,-0.27542,-78.51148,50
P1013,RT02,ASB,S236,-0.2730612,-78.5093816,70
P1014,RT02,ASB,S236,-0.27099,-78.50802,70
P1015,RT02,ASB,S237,-0.269127,-78.5075346,90
P1016,RT02,ASB,S237,-0.26859,-78.50741,90
P1017,RT02,ASB,S238,-0.2674063,-78.507379,90
P1018,RT02,ASB,S238,-0.26407,-78.50623,90
P1019,RT02,ASB,S239,-0.2625983,-78.505041,80
P1020,RT02,ASB,S239,-0.26063,-78.5037,80
P1021,RT02,ASB,S239,-0.25822,-78.50242,80
P1022,RT02,ASB,S240,-0.2554082,-78.5033971,70
P1023,RT02,ASB,S240,-0.25212,-78.50399,70
P1024,RT02,ASB,S241,-0.2501546,-78.5029627,90
P1025,RT02,ASB,S241,-0.24903,-78.50217,90
P1026,RT02,ASB,S242,-0.2479766,-78.5015472,80
P1027,RT02,ASB,S242,-0.24626,-78.50114,80
P1028,RT02,ASB,S243,-0.2446508,-78.5007889,90
P1029,RT02,ASB,S243,-0.24368,-78.50044,90
P1030,RT02,ASB,S243,-0.24256,-78.49859,90
P1031,RT02,ASB,S243,-0.24266,-78.4972,90
P1032,RT02,ASB,S244,-0.2424261,-78.4958573,90
P1033,RT02,ASB,S244,-0.24161,-78.49489,90
P1034,RT02,ASB,S245,-0.2407359,-78.4942162,90
P1035,RT02,ASB,S245,-0.23996,-78.4934,90
P1036,RT02,ASB,S246,-0.2392976,-78.4924224,70
P1037,RT02,ASB,S246,-0.23862,-78.49138,70
P1038,RT02,ASB,S246,-0.23808,-78.4906,70
P1039,RT02,ASB,S246,-0.23657,-78.48977,70
P1040,RT02,ASB,S246,-0.23486,-78.49047,70
P1041,RT02,ASB,S247,-0.2342843,-78.4915524,90
P1042,RT02,ASB,S247,-0.23394,-78.49249,90
P1043,RT02,ASB,S248,-0.2336452,-78.492833,60
P1044,RT02,ASB,S248,-0.23264,-78.49314,60
P1045,RT02,ASB,S249,-0.231513,-78.4915845,90
P1046,RT02,ASB,S249,-0.2319,-78.49016,90
P1047,RT02,ASB,S250,-0.2330096,-78.4889186,80
P1048,RT02,ASB,S250,-0.23427,-78.48837,80
P1049,RT02,ASB,S250,-0.2362,-78.48804,80
P1050,RT02,ASB,S250,-0.2368,-78.48766,80
P1051,RT02,ASB,S250,-0.23728,-78.48655,80
P1052,RT02,ASB,S250,-0.23822,-78.48564,80
P1053,RT02,ASB,S250,-0.23953,-78.48544,80
P1054,RT02,ASB,S250,-0.24086,-78.4857,80
